nombre_audio,categoria,nombre_track
DUB AGENTE_27.1.wav,DLG,DUB AGENTE_05-01
DUB LISA_34.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_28.1.wav,DLG,DUB AGENTE_05-01
BOUNCE ACTO 1 - PRUEBA_02.Rs.wav,DLG,DUB AGENTE_05-01
EP3 PARA MONTAJE_01.L.wav.44.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_28.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_29.1.wav,DLG,DUB AGENTE_05-01
001.R.wav,DLG,DUB AGENTE_05-01
DUB AGENTE-TiSh_30.1.wav,DLG,DUB AGENTE_05-01
001.Rs.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_29.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_29.1.wav,DLG,DUB AGENTE_05-01
001.L.wav,DLG,DUB AGENTE_05-01
DUB AGENTE-TiSh_29.1.wav,DLG,DUB AGENTE_05-01
001.Rs.wav,DLG,DUB AGENTE_05-01
DUB AGENTE-TiSh_29.1.wav,DLG,DUB AGENTE_05-01
001.Ls.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_29.1.wav,DLG,DUB AGENTE_05-01
Eservic_02_006.wav,DLG,DUB AGENTE_05-01
DUB AGENTE-Z2N5_31.1.wav,DLG,DUB AGENTE_05-01
001.Rs.wav,DLG,DUB AGENTE_05-01
DUB AGENTE-Z2N5_31.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_31.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_32.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_33.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_35.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_39.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
001.LFE.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
001.C.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
001.L.wav,DLG,DUB AGENTE_05-01
DUB AGENTE-TiSh_42.1.wav,DLG,DUB AGENTE_05-01
001.Rs.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
001.LFE.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
001.LFE.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_43.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_43.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_43.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_43.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_47.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_47.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_47.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_48.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_50.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_53.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_55.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_54.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_57.1.wav,DLG,DUB AGENTE_05-01
001.C.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_57.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_59.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_05-01
DUB AGENTE_03.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_05.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_06.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_09.1.wav,DLG,DUB AGENTE_11
DUB AGENTE 50_31.wav,DLG,DUB AGENTE_11
DUB AGENTE-Z2N5_20.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_14.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_14.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_23.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_27.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_38.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_41.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_55.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_55.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_55.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_56.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_56.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_60.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_62.1.wav,DLG,DUB AGENTE_11
DUB AGENTE_15.1.wav,DLG,DUB AGENTE_19
DUB AGENTE_17.1.wav,DLG,DUB AGENTE_19
DUB AGENTE_21.1.wav,DLG,DUB AGENTE_19
DUB AGENTE_38.1.wav,DLG,DUB AGENTE_19
DUB AGENTE_58.1.wav,DLG,DUB AGENTE_19
DUB AGENTE_16.1.wav,DLG,DUB AGENTE_19.01
DUB AGENTE_19.1.wav,DLG,DUB AGENTE_19.01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_19.01
DUB AGENTE_42.1.wav,DLG,DUB AGENTE_19.01
DUB AGENTE_01.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_11.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_13.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_13.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_14.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_20.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_25.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_38.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_40.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_54.1.wav,DLG,DUB AGENTE_21
EP3 PARA MONTAJE_01.R.wav.29.wav,DLG,DUB AGENTE_21
DUB AGENTE-Z2N5_55.1.wav,DLG,DUB AGENTE_21
DUB AGENTE-Z2N5_17.1.wav,DLG,DUB AGENTE_21
DUB AGENTE-Z2N5_54.1.wav,DLG,DUB AGENTE_21
001.Rs.wav,DLG,DUB AGENTE_21
DUB AGENTE-Z2N5_54.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_58.1.wav,DLG,DUB AGENTE_21
DUB AGENTE_61.1.wav,DLG,DUB AGENTE_21
001.R.wav,DLG,DUB AGENTE_21
DUB AGENTE_61.1.wav,DLG,DUB AGENTE_21
001.C.wav,DLG,DUB AGENTE_21
DUB AGENTE_61.1.wav,DLG,DUB AGENTE_21
DUB LA NIÃA INT ESTACION_241.wav,DLG,DUB LA NIÃA INT ESTACION_241-04
DUB LA NIÃA INT ESTACION_242.wav,DLG,DUB LA NIÃA INT ESTACION_242-02
DUB LA NIÃA INT ESTACION_241.wav,DLG,DUB LA NIÃA INT ESTACION_242-02
DUB LISA_08.wav,DLG,DUB LISA-AVrP_07-02
DUB LISA_09.wav,DLG,DUB LISA-AVrP_07-02
DUB LISA_16.wav,DLG,DUB LISA-AVrP_07-02
DUB LISA_18.wav,DLG,DUB LISA-AVrP_07-02
DUB LISA_22.wav,DLG,DUB LISA-AVrP_07-02
DUB LISA_25.wav,DLG,DUB LISA-AVrP_07-02
EP3 PARA MONTAJE_01.R.wav.26.wav,DLG,DUB LISA_03
DUB LISA_02.wav,DLG,DUB LISA_03
EP3 PARA MONTAJE_01.R.wav.35.wav,DLG,DUB LISA_03
DUB LISA_04.wav,DLG,DUB LISA_03
EP3 PARA MONTAJE_01.L.wav.52.wav,DLG,DUB LISA_03
DUB LISA_05.wav,DLG,DUB LISA_03
EP3 PARA MONTAJE_01.R.wav.43.wav,DLG,DUB LISA_03
DUB LISA_06.wav,DLG,DUB LISA_03
001.Rs.wav,DLG,DUB LISA_03
DUB LISA_06.wav,DLG,DUB LISA_03
EP3 PARA MONTAJE_01.L.wav.32.wav,DLG,DUB LISA_03
DUB LISA_08.wav,DLG,DUB LISA_03
001.LFE.wav,DLG,DUB LISA_03
DUB LISA_08.wav,DLG,DUB LISA_03
DUB AGENTE 50_31.wav,DLG,DUB LISA_03
DUB LISA_11.wav,DLG,DUB LISA_03
DUB LISA_14.wav,DLG,DUB LISA_03
DUB LISA_12.wav,DLG,DUB LISA_03
EP3 PARA MONTAJE_01.L.wav.38.wav,DLG,DUB LISA_03
DUB LISA_13.wav,DLG,DUB LISA_03
DUB LISA_24.wav,DLG,DUB LISA_03
DUB LISA_14.wav,DLG,DUB LISA_03
DUB LISA_16.wav,DLG,DUB LISA_03
DUB LISA_16.wav,DLG,DUB LISA_03
DUB LISA_19.wav,DLG,DUB LISA_03
DUB LISA_20.wav,DLG,DUB LISA_03
DUB LISA_20.wav,DLG,DUB LISA_03
DUB LISA_21.wav,DLG,DUB LISA_03
DUB LISA_22.wav,DLG,DUB LISA_03
DUB LISA_22.wav,DLG,DUB LISA_03
DUB LISA_23.wav,DLG,DUB LISA_03
DUB LISA_24.wav,DLG,DUB LISA_03
DUB LISA_26.wav,DLG,DUB LISA_03
DUB LISA_27.wav,DLG,DUB LISA_03
DUB LISA_29.wav,DLG,DUB LISA_03
DUB LISA_29.wav,DLG,DUB LISA_03
DUB LISA_32.wav,DLG,DUB LISA_03
001.R.wav,DLG,DUB LISA_03
DUB LISA_32.wav,DLG,DUB LISA_03
DUB AGENTE-Z2N5_17.1.wav,DLG,DUB LISA_03
DUB LISA-Z2N5_31.wav,DLG,DUB LISA_03
DUB LISA_33.wav,DLG,DUB LISA_03
DUB LISA_34.wav,DLG,DUB LISA_03
DUB LISA_34.wav,DLG,DUB LISA_03
DUB LISA_34.wav,DLG,DUB LISA_03
DUB LISA_34.wav,DLG,DUB LISA_03
DUB LISA_36.wav,DLG,DUB LISA_03
DUB LISA_36.wav,DLG,DUB LISA_03
DUB LISA_36.wav,DLG,DUB LISA_03
DUB LISA_35.wav,DLG,DUB LISA_03
DUB LISA_37.wav,DLG,DUB LISA_03
DUB LISA_03.wav,DLG,DUB LISA_08
DUB LISA_07.wav,DLG,DUB LISA_08
DUB LISA_09.wav,DLG,DUB LISA_08
DUB LISA_14.wav,DLG,DUB LISA_08
DUB LISA_20.wav,DLG,DUB LISA_08
DUB LISA_26.wav,DLG,DUB LISA_08
DUB LISA_29.wav,DLG,DUB LISA_08
001.Ls.wav,DLG,DUB LISA_08
DUB LISA_29.wav,DLG,DUB LISA_08
DUB LISA_31.1.wav,DLG,DUB LISA_08
DUB LISA_35.wav,DLG,DUB LISA_08
DUB LISA-AVrP_07.wav,DLG,DUB LISA_12-01
DUB LISA-AVrP_08.wav,DLG,DUB LISA_12-01
DUB LISA_11.wav,DLG,DUB LISA_12-01
DUB LISA_17.wav,DLG,DUB LISA_12-01
DUB LISA_18.wav,DLG,DUB LISA_12-01
DUB LISA_24.wav,DLG,DUB LISA_12-01
DUB LISA_13.wav,DLG,DUB LISA_13
DUB LISA_15.wav,DLG,DUB LISA_13
DUB LISA_23.wav,DLG,DUB LISA_13
DUB LISA_28.wav,DLG,DUB LISA_13
DUB LISA_28.wav,DLG,DUB LISA_13
DUB LISA_28.wav,DLG,DUB LISA_13
DUB LISA_31.1.wav,DLG,DUB LISA_13
DUB LISA_12.wav,DLG,DUB LISA_19
DUB LISA_19.wav,DLG,DUB LISA_19
DUB LISA_27.wav,DLG,DUB LISA_19
DUB LISA_21.wav,DLG,DUB LISA_21
DUB LISA_30.wav,DLG,DUB LISA_21
DUB LISA_30.wav,DLG,DUB LISA_21
DUB LISA_29.wav,DLG,DUB LISA_29-04
A ExtCampoTardePajaros.1.1.L.wav,DLG,OFF
EPIII_PARTE2D.607.wav,DLG,OFF
EPIII_PARTE2D.608.wav,DLG,OFF
EPIII_PARTE2D.609.wav,DLG,OFF
EPIII_PARTE2D.610.wav,DLG,OFF
EPIII_PARTE2D.611.wav,DLG,OFF
EPIII_PARTE2D.612.wav,DLG,OFF
EPIII_PARTE2D.613.wav,DLG,OFF
EPIII_PARTE2D.614.wav,DLG,OFF
EPIII_PARTE2D.615.wav,DLG,OFF
EPIII_PARTE2D.616.wav,DLG,OFF
EPIII_PARTE2D.617.wav,DLG,OFF
EPIII_PARTE2D.618.wav,DLG,OFF
EPIII_PARTE2D.619.wav,DLG,OFF
EPIII_PARTE2D.620.wav,DLG,OFF
EPIII_PARTE2D.621.wav,DLG,OFF
EPIII_PARTE2D.622.wav,DLG,OFF
EPIII_PARTE2D.623.wav,DLG,OFF
EPIII_PARTE2D.624.wav,DLG,OFF
EPIII_PARTE2D.625.wav,DLG,OFF
EPIII_PARTE2D.626.wav,DLG,OFF
EPIII_PARTE2D.627.wav,DLG,OFF
EPIII_PARTE2D.628.wav,DLG,OFF
EPIII_PARTE2D.628.wav,DLG,OFF
EPIII_PARTE2D.629.wav,DLG,OFF
EPIII_PARTE2D.630.wav,DLG,OFF
EPIII_PARTE2D.630.wav,DLG,OFF
194992__soundmary__waking-ice-and-PiSh_01.L.wav,DLG,OFF
EPIII_PARTE2D.631.wav,DLG,OFF
EPIII_PARTE2D.631.wav,DLG,OFF
EPIII_PARTE2D.631.wav,DLG,OFF
EPIII_PARTE2D.631.wav,DLG,OFF
EPIII_PARTE2D.632.wav,DLG,OFF
EPIII_PARTE2D.632.wav,DLG,OFF
EPIII_PARTE2D.633.wav,DLG,OFF
EPIII_PARTE2D.633.wav,DLG,OFF
EPIII_PARTE2D.633.wav,DLG,OFF
EPIII_PARTE2D.633.wav,DLG,OFF
EPIII_PARTE2D.634.wav,DLG,OFF
EPIII_PARTE2D.635.wav,DLG,OFF
EPIII_PARTE2D.635.wav,DLG,OFF
EPIII_PARTE2D.636.wav,DLG,OFF
EPIII_PARTE2D.637.wav,DLG,OFF
EPIII_PARTE2D.638.wav,DLG,OFF
EPIII_PARTE2D.639.wav,DLG,OFF
EPIII_PARTE2D.640.wav,DLG,OFF
EPIII_PARTE2D.641.wav,DLG,OFF
EPIII_PARTE2D.642.wav,DLG,OFF
DUB BORIS_05.wav,DLG,OFF
EPIII_PARTE2D.643.wav,DLG,OFF
DUB - 301 1_05.3.wav,DLG,OFF
EPIII_PARTE2D.644.wav,DLG,OFF
DUB BORIS_28.wav,DLG,OFF
EPIII_PARTE2D.644.wav,DLG,OFF
EPIII_PARTE2D.644.wav,DLG,OFF
EPIII_PARTE2D.645.wav,DLG,OFF
EPIII_PARTE2D.646.wav,DLG,OFF
EPIII_PARTE2D.647.wav,DLG,OFF
EPIII_PARTE2D.648.wav,DLG,OFF
EPIII_PARTE2D.648.wav,DLG,OFF
EPIII_PARTE2D.649.wav,DLG,OFF
EPIII_PARTE2D.650.wav,DLG,OFF
EPIII_PARTE2D.650.wav,DLG,OFF
EPIII_PARTE2D.651.wav,DLG,OFF
VOZ EN OFF PROTOCOLO_02.wav,DLG,OFF
VOZ EN OFF PROTOCOLO_02.wav,DLG,OFF
DUB - 301 1_04.3.wav,DLG,OFF
VOZ EN OFF PROTOCOLO_02.wav,DLG,OFF
EPIII_PARTE2D.650.wav,DLG,OFF
EPIII_PARTE2D.651.wav,DLG,OFF
EPIII_PARTE2D.652.wav,DLG,OFF
DUB LA NIÃA - INT 01_23.wav,DLG,OFF
EPIII_PARTE2D.653.wav,DLG,OFF
EPIII_PARTE2D.654.wav,DLG,OFF
EPIII_PARTE2D.655.wav,DLG,OFF
EPIII_PARTE2D.656.wav,DLG,OFF
EPIII_PARTE2D.657.wav,DLG,OFF
EPIII_PARTE2D.657.wav,DLG,OFF
EPIII_PARTE2D.658.wav,DLG,OFF
EPIII_PARTE2D.659.wav,DLG,OFF
EPIII_PARTE2D.660.wav,DLG,OFF
EPIII_PARTE2D.660.wav,DLG,OFF
EPIII_PARTE2D.661.wav,DLG,OFF
EPIII_PARTE2D.662.wav,DLG,OFF
EPIII_PARTE2D.662.wav,DLG,OFF
EPIII_PARTE2D.662.wav,DLG,OFF
EPIII_PARTE2D.663.wav,DLG,OFF
EPIII_PARTE2D.664.wav,DLG,OFF
EPIII_PARTE2D.665.wav,DLG,OFF
CASTERMAN SrgzvMMJShdyvBMPX.wav,DLG,OFF
EPIII_PARTE2D.666.wav,DLG,OFF
EPIII_PARTE2D.667.wav,DLG,OFF
EPIII_PARTE2D.668.wav,DLG,OFF
EPIII_PARTE2D.669.wav,DLG,OFF
EPIII_PARTE2D.670.wav,DLG,OFF
EPIII_PARTE2D.671.wav,DLG,OFF
EPIII_PARTE2D.672.wav,DLG,OFF
AG 50 - DESAYUNO 416-XOTN_03.wav,DLG,OFF
EPIII_PARTE2D.673.wav,DLG,OFF
AG 50 - ENTRE (ruso)-AVrP_01.wav,DLG,OFF
DUB BORIS LL_01.wav,DLG,OFF
EPIII_PARTE2D.674.wav,DLG,OFF
EPIII_PARTE2D.675.wav,DLG,OFF
EPIII_PARTE2D.676.wav,DLG,OFF
EPIII_PARTE2D.677.wav,DLG,OFF
DUBCASTERMANTELSPYDER2_27.1.wav,DLG,OFF
EPIII_PARTE2D.678.wav,DLG,OFF
EPIII_PARTE2D.678.wav,DLG,OFF
EPIII_PARTE2D.679.wav,DLG,OFF
EPIII_PARTE2D.680.wav,DLG,OFF
EPIII_PARTE2D.681.wav,DLG,OFF
CASTERMAN SqdyhYYHShdyvBMPX.wav,DLG,OFF
EPIII_PARTE2D.682.wav,DLG,OFF
194992__soundmary__waking-ice-and-snow.L.wav,DLG,OFF
EPIII_PARTE2D.683.wav,DLG,OFF
EPIII_PARTE2D.684.wav,DLG,OFF
EPIII_PARTE2D.685.wav,DLG,OFF
EPIII_PARTE2D.686.wav,DLG,OFF
EPIII_PARTE2D.687.wav,DLG,OFF
EPIII_PARTE2D.688.wav,DLG,OFF
EPIII_PARTE2D.689.wav,DLG,OFF
EPIII_PARTE2D.690.wav,DLG,OFF
EPIII_PARTE2D.691.wav,DLG,OFF
EPIII_PARTE2D.692.wav,DLG,OFF
EPIII_PARTE2D.693.wav,DLG,OFF
EPIII_PARTE2D.694.wav,DLG,OFF
EPIII_PARTE2D.695.wav,DLG,OFF
EPIII_PARTE2D.695.wav,DLG,OFF
EPIII_PARTE2D.696.wav,DLG,OFF
EPIII_PARTE2D.697.wav,DLG,OFF
DUB MADRE FINAL_20.wav,DLG,OFF
EPIII_PARTE2D.698.wav,DLG,OFF
"34. Warfare-5.6mm gas rifle, single shots [distant].L.wav",DLG,OFF
EPIII_PARTE2D.699.wav,DLG,OFF
EPIII_PARTE2D.700.wav,DLG,OFF
264321__olliehahn12__train-whistle-Z5N2_01.L.wav,DLG,OFF
EPIII_PARTE2D.701.wav,DLG,OFF
EPIII_PARTE2D.702.wav,DLG,OFF
EPIII_PARTE2D.703.wav,DLG,OFF
EPIII_PARTE2D.704.wav,DLG,OFF
EPIII_PARTE2D.705.wav,DLG,OFF
EPIII_PARTE2D.706.wav,DLG,OFF
EPIII_PARTE2D.707.wav,DLG,OFF
A Viento y perro con eco.L.wav,DLG,OFF
EPIII_PARTE2D.708.wav,DLG,OFF
EPIII_PARTE2D.709.wav,DLG,OFF
EPIII_PARTE2D.710.wav,DLG,OFF
DUB MADRE FINAL_22.wav,DLG,OFF
EPIII_PARTE2D.711.wav,DLG,OFF
DUB MADRE FINAL_20.wav,DLG,OFF
EPIII_PARTE2D.712.wav,DLG,OFF
AG 50 ZOOM0005_Tr2-XOTN_02.wav,DLG,OFF
EPIII_PARTE2D.713.wav,DLG,OFF
EPIII_PARTE2D.713.wav,DLG,OFF
DUB BORIS_58.wav,DLG,OFF
"34. Warfare-5.6mm gas rifle, single shots [distant].R.wav",DLG,OFF
EPIII_PARTE2D.714.wav,DLG,OFF
EPIII_PARTE2D.717.wav,DLG,OFF
EPIII_PARTE2D.718.wav,DLG,OFF
EPIII_PARTE2D.718.wav,DLG,OFF
EPIII_PARTE2D.718.wav,DLG,OFF
AG 50 - DESAYUNO 416-XOTN_02.wav,DLG,OFF
EPIII_PARTE2D.719.wav,DLG,OFF
EPIII_PARTE2D.719.wav,DLG,OFF
EPIII_PARTE2D.720.wav,DLG,OFF
EPIII_PARTE2D.721.wav,DLG,OFF
EPIII_PARTE2D.722.wav,DLG,OFF
EPIII_PARTE2D.723.wav,DLG,OFF
EPIII_PARTE2D.724.wav,DLG,OFF
EPIII_PARTE2D.725.wav,DLG,OFF
EPIII_PARTE2D.726.wav,DLG,OFF
EPIII_PARTE2D.727.wav,DLG,OFF
EPIII_PARTE2D.728.wav,DLG,OFF
EPIII_PARTE2D.729.wav,DLG,OFF
EPIII_PARTE2D.730.wav,DLG,OFF
EPIII_PARTE2D.731.wav,DLG,OFF
EPIII_PARTE2D.732.wav,DLG,OFF
DUB MADRE FINAL_14.wav,DLG,OFF
EPIII_PARTE2D.733.wav,DLG,OFF
EPIII_PARTE2D.734.wav,DLG,OFF
EPIII_PARTE2D.735.wav,DLG,OFF
EPIII_PARTE2D.736.wav,DLG,OFF
EPIII_PARTE2D.737.wav,DLG,OFF
EPIII_PARTE2D.738.wav,DLG,OFF
EPIII_PARTE2D.739.wav,DLG,OFF
EPIII_PARTE2D.740.wav,DLG,OFF
DUB MADRE FINAL_03.wav,DLG,OFF
BIBLIO RUIDO TIPO HELICOPTERO-AVrP_02.L.wav,DLG,OFF
DUB SCHNEIDER_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_04.wav,DLG,DUB SCHNEIDER
DUB BORIS LL_01.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
09. City Skyline.R.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-Z2S5_03.wav,DLG,DUB SCHNEIDER
A8033 Viento Patagonico-7eqa_01.L.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
AK-47 Single Shot 03.R.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_05.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_06.wav,DLG,DUB SCHNEIDER
DUB FOX_14.1.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_07.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB BORIS_45.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_08.wav,DLG,DUB SCHNEIDER
DUBCASTERMANTELSPYDER2_40.2.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-SpVP_09.wav,DLG,DUB SCHNEIDER
DUB SCHNEIDER-PiSh_03.wav,DLG,DUB SCHNEIDER
DUB MADRE FINAL_14.wav,DLG,CASTERMAN EXTRA 01
CONSTRUCCIÃN VÃA.3.wav,DLG,CASTERMAN EXTRA 01
CONSTRUCCIÃN VÃA.3.wav,DLG,CASTERMAN EXTRA 01
CONSTRUCCIÃN VÃA.3.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SfsrbXXBSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
194992__soundmary__waking-ice-and-snow.L.wav,DLG,CASTERMAN EXTRA 01
DUB BORIS_57.wav,DLG,CASTERMAN EXTRA 01
DUB CASTERMAN TEL SPYDER 2-SpVP_07.wav,DLG,CASTERMAN EXTRA 01
DUB MADRE FINAL_14.wav,DLG,CASTERMAN EXTRA 01
AG 50 - DESAYUNO 416.wav,DLG,CASTERMAN EXTRA 01
DUB CASTERMAN TEL SPYDER 2-SpVP_11.wav,DLG,CASTERMAN EXTRA 01
"33. Warfare-5.6mm gas rifle, single shots [close].R.wav",DLG,CASTERMAN EXTRA 01
AG 50 - DESAYUNO 416-XOTN_01.wav,DLG,CASTERMAN EXTRA 01
DUB CASTERMAN TEL SPYDER 2-SpVP_13.wav,DLG,CASTERMAN EXTRA 01
AG 50 ZOOM0005_Tr2-XOTN_02.wav,DLG,CASTERMAN EXTRA 01
395800__felix-blume__church-in-chile-inside-atmosphere-in-a-reverberant-place-vina-del-mar-las-carmelitas.L.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SqypwJFCSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
238675__jaraxe__suppressed-uzi.L.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN ScymzRHCSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SfyswCJCSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
DUB CASTERMAN TEL SPYDER 2-SpVP_12.wav,DLG,CASTERMAN EXTRA 01
DUB BORIS_45.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SbfcbSMCSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SbbywBPCSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SfwbbQPCSbdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SrfgyPQCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SmhvbYQCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SgzvfMRCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SbdfvVRCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN ScsqwCSCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SpfrfWSCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SxfyfQTCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SdpwyCVCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
CASTERMAN SscwqWVCScdyvBMPX.wav,DLG,CASTERMAN EXTRA 01
